Title,Director,MetaScore,Duration (minutes),IMDb Rating,Certificates,Star Cast,Genre,Year,Genre Value
Gladiator,Ridley Scott,0.6292134831460674,0.4022140221402214,0.8214285714285714,R,David FranzoniJohn LoganWilliam Nicholson,Action,0.768518518518519,0.0
Mission: Impossible - Dead Reckoning Part One,Christopher McQuarrie,0.7865168539325843,0.43173431734317336,0.6785714285714286,PG-13,Tom CruiseHayley AtwellVing Rhames,Action,0.981481481481481,0.0
Rebel Moon - Part Two: The Scargiver,Zack Snyder,0.2696629213483146,0.28044280442804426,0.2321428571428572,PG-13,Zack SnyderKurt JohnstadShay Hatten,Action,0.9907407407407405,0.0
Inglourious Basterds,Quentin Tarantino,0.651685393258427,0.3948339483394834,0.8035714285714286,R,Brad PittDiane KrugerEli Roth,Adventure,0.8518518518518512,0.058823529411764705
Borderlands,Eli Roth,0.6280898876404495,0.2594095940959409,0.5714285714285714,R,Eli RothJoe Crombie,Action,0.9907407407407405,0.0
Jurassic Park,Steven Spielberg,0.6404494382022472,0.29889298892988925,0.7678571428571428,PG-13,Michael CrichtonDavid Koepp,Action,0.7037037037037024,0.0
The Fifth Element,Luc Besson,0.4606741573033708,0.2952029520295203,0.6607142857142858,PG-13,Luc BessonRobert Mark Kamen,Action,0.7407407407407405,0.0
Inside Out,Pete Docter,0.9325842696629213,0.18081180811808115,0.75,PG,Pete DocterRonnie Del CarmenMeg LeFauve,Animation,0.9074074074074048,0.1176470588235294
Descendants: The Rise of Red,Jennifer Phang,0.6280898876404495,0.2594095940959409,0.5714285714285714,TV-G,Rita OraJoshua ColleyChina Anne McClain,Action,0.9907407407407405,0.0
Wish,Chris Buck,0.4044943820224719,0.18081180811808115,0.3035714285714286,PG,Jennifer LeeAllison MooreChris Buck,Animation,0.981481481481481,0.1176470588235294
The Hunger Games,Gary Ross,0.6404494382022472,0.35424354243542433,0.5892857142857144,PG-13,Gary RossSuzanne CollinsBilly Ray,Action,0.8796296296296298,0.0
Rebel Moon - Part One: A Child of Fire,Zack Snyder,0.22471910112359547,0.3210332103321033,0.3035714285714286,PG-13,Zack SnyderKurt JohnstadShay Hatten,Action,0.981481481481481,0.0
Harry Potter and the Sorcerer's Stone,Chris Columbus,0.6067415730337079,0.3911439114391143,0.6607142857142858,PG,Daniel RadcliffeRupert GrintEmma Watson,Adventure,0.777777777777775,0.058823529411764705
Wonka,Paul King,0.6179775280898877,0.2583025830258302,0.5535714285714286,PG,Roald DahlPaul KingSimon Farnaby,Adventure,0.981481481481481,0.058823529411764705
Inception,Christopher Nolan,0.7078651685393259,0.3763837638376383,0.8750000000000002,PG-13,Leonardo DiCaprioJoseph Gordon-LevittElliot Page,Action,0.8611111111111107,0.0
The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,0.9101123595505617,0.48708487084870844,0.892857142857143,PG-13,J.R.R. TolkienFran WalshPhilippa Boyens,Action,0.777777777777775,0.0
Twister,Jan de Bont,0.6404494382022472,0.24723247232472326,0.4642857142857144,PG-13,Helen HuntBill PaxtonCary Elwes,Action,0.731481481481481,0.0
Damsel,Juan Carlos Fresnadillo,0.3932584269662921,0.23616236162361623,0.3928571428571428,PG-13,Millie Bobby BrownRay WinstoneAngela Bassett,Action,0.9907407407407405,0.0
Dune,David Lynch,0.3370786516853933,0.33579335793357934,0.4285714285714286,PG-13,Kyle MacLachlanVirginia MadsenFrancesca Annis,Action,0.6203703703703702,0.0
Arthur the King,Simon Cellan Jones,0.4831460674157303,0.2250922509225092,0.5535714285714286,PG-13,Mark WahlbergSimu LiuJuliet Rylance,Adventure,0.9907407407407405,0.058823529411764705
Kung Fu Panda 4,Mike Mitchell,0.4831460674157303,0.17712177121771214,0.4285714285714286,PG,Jonathan AibelGlenn BergerDarren Lemke,Animation,0.9907407407407405,0.1176470588235294
Mad Max Beyond Thunderdome,George Miller,0.6741573033707865,0.2250922509225092,0.4107142857142858,PG-13,Terry HayesGeorge MillerByron Kennedy,Action,0.6296296296296298,0.0
Manjummel Boys,Chidambaram,0.6280898876404495,0.2594095940959409,0.8035714285714286,R,Soubin ShahirSreenath BhasiBalu Varghese,Adventure,0.9907407407407405,0.058823529411764705
Golden Kamuy,Shigeaki Kubo,0.6280898876404495,0.2594095940959409,0.4464285714285716,R,Kento YamazakiAnna YamadaYûma Yamoto,Action,0.9907407407407405,0.0
Interstellar,Christopher Nolan,0.7078651685393259,0.4538745387453874,0.857142857142857,PG-13,Matthew McConaugheyAnne HathawayJessica Chastain,Adventure,0.8981481481481488,0.058823529411764705
Planet of the Apes,Franklin J. Schaffner,0.7640449438202247,0.24354243542435425,0.7321428571428572,G,Michael WilsonRod SerlingPierre Boulle,Adventure,0.47222222222222143,0.058823529411764705
Barbie,Greta Gerwig,0.7752808988764045,0.2509225092250922,0.5178571428571428,PG-13,Margot RobbieRyan GoslingIssa Rae,Adventure,0.981481481481481,0.058823529411764705
Twisters,Lee Isaac Chung,0.6280898876404495,0.2594095940959409,0.5714285714285714,PG-13,Mark L. SmithJoseph KosinskiMichael Crichton,Action,0.9907407407407405,0.0
The Hunger Games: The Ballad of Songbirds & Snakes,Francis Lawrence,0.4831460674157303,0.4095940959409594,0.5,PG-13,Rachel ZeglerTom BlythViola Davis,Action,0.981481481481481,0.0
Inside Out 2,Kelsey Mann,0.6280898876404495,0.1992619926199262,0.5714285714285714,PG,Amy PoehlerPhyllis SmithLewis Black,Animation,0.9907407407407405,0.1176470588235294
Bad Boys: Ride or Die,Adil El Arbi,0.6280898876404495,0.2594095940959409,0.5714285714285714,R,Will SmithMartin LawrenceVanessa Hudgens,Action,0.9907407407407405,0.0
Mad Max 2: The Road Warrior,George Miller,0.7415730337078652,0.18450184501845016,0.6607142857142858,R,Terry HayesGeorge MillerBrian Hannant,Action,0.5925925925925917,0.0
Godzilla Minus One,Takashi Yamazaki,0.7865168539325843,0.2878228782287823,0.7142857142857144,PG-13,Ryunosuke KamikiMinami HamabeSakura Andô,Action,0.981481481481481,0.0
Love Lies Bleeding,Rose Glass,0.7415730337078652,0.21402214022140217,0.5,R,Anna BaryshnikovKristen StewartDave Franco,Action,0.9907407407407405,0.0
Dawn of the Planet of the Apes,Matt Reeves,0.7640449438202247,0.30996309963099633,0.6607142857142858,PG-13,Mark BombackRick JaffaAmanda Silver,Action,0.8981481481481488,0.0
Mad Max,George Miller,0.6966292134831461,0.15498154981549814,0.5178571428571428,R,James McCauslandGeorge MillerByron Kennedy,Action,0.5740740740740726,0.0
War for the Planet of the Apes,Matt Reeves,0.7977528089887641,0.3468634686346863,0.6250000000000002,PG-13,Mark BombackMatt ReevesRick Jaffa,Action,0.9259259259259238,0.0
Ghostbusters: Frozen Empire,Gil Kenan,0.3932584269662921,0.25461254612546125,0.4107142857142858,PG-13,Gil KenanJason ReitmanIvan Reitman,Adventure,0.9907407407407405,0.058823529411764705
Thelma the Unicorn,Jared Hess,0.5955056179775281,0.17343173431734318,0.3392857142857144,PG,Brittany HowardWill ForteJon Heder,Animation,0.9907407407407405,0.1176470588235294
The Garfield Movie,Mark Dindal,0.22471910112359547,0.2029520295202952,0.3571428571428572,PG,Paul A. KaplanMark TorgoveDavid Reynolds,Animation,0.9907407407407405,0.1176470588235294
Godzilla x Kong: The New Empire,Adam Wingard,0.4044943820224719,0.25461254612546125,0.4107142857142858,PG-13,Terry RossioAdam WingardSimon Barrett,Action,0.9907407407407405,0.0
Madame Web,S.J. Clarkson,0.16853932584269662,0.2583025830258302,0.0,PG-13,Matt SazamaBurk SharplessClaire Parker,Action,0.9907407407407405,0.0
Civil War,Alex Garland,0.7191011235955056,0.23247232472324722,0.6250000000000002,R,Kirsten DunstWagner MouraCailee Spaeny,Action,0.9907407407407405,0.0
Mad Max: Fury Road,George Miller,0.8876404494382023,0.27306273062730624,0.75,R,Tom HardyCharlize TheronNicholas Hoult,Action,0.9074074074074048,0.0
Atlas,Brad Peyton,0.2921348314606742,0.2656826568265682,0.3035714285714286,PG-13,Jennifer LopezSimu LiuSterling K. Brown,Action,0.9907407407407405,0.0
Dune: Part Two,Denis Villeneuve,0.7640449438202247,0.44280442804428044,0.8392857142857142,PG-13,Timothée ChalametZendayaRebecca Ferguson,Action,0.9907407407407405,0.0
Kingdom of the Planet of the Apes,Wes Ball,0.6179775280898877,0.3653136531365313,0.5892857142857144,PG-13,Owen TeagueFreya AllanKevin Durand,Action,0.9907407407407405,0.0
Furiosa: A Mad Max Saga,George Miller,0.7640449438202247,0.3763837638376383,0.7142857142857144,R,Anya Taylor-JoyChris HemsworthTom Burke,Action,0.9907407407407405,0.0
WALL·E,Andrew Stanton,0.9438202247191011,0.19188191881918817,0.8035714285714286,G,Andrew StantonPete DocterJim Reardon,Animation,0.8425925925925917,0.1176470588235294
Spider-Man: Beyond the Spider-Verse,Joaquim Dos Santos,0.6280898876404495,0.2594095940959409,0.5714285714285714,R,Shameik MooreHailee SteinfeldBrian Tyree Henry,Animation,0.9074074074074048,0.1176470588235294
Hercules,Ron Clements,0.7078651685393259,0.17343173431734318,0.6071428571428572,G,Ron ClementsJohn MuskerDon McEnery,Animation,0.7407407407407405,0.1176470588235294
Sing,Garth Jennings,0.5393258426966292,0.2287822878228782,0.5714285714285714,PG,Matthew McConaugheyReese WitherspoonSeth MacFarlane,Animation,0.9166666666666643,0.1176470588235294
Castle in the Sky,Hayao Miyazaki,0.7528089887640449,0.29151291512915123,0.7321428571428572,PG,Hayao MiyazakiJonathan Swift,Animation,0.6388888888888893,0.1176470588235294
"Monsters, Inc.",Pete Docter,0.7640449438202247,0.16974169741697417,0.75,G,Pete DocterJill CultonJeff Pidgeon,Animation,0.777777777777775,0.1176470588235294
Tangled,Nathan Greno,0.6741573033707865,0.1992619926199262,0.6785714285714286,PG,Mandy MooreZachary LeviDonna Murphy,Animation,0.8611111111111107,0.1176470588235294
Up,Pete Docter,0.8651685393258427,0.18450184501845016,0.7857142857142858,PG,Pete DocterBob PetersonTom McCarthy,Animation,0.8518518518518512,0.1176470588235294
Toy Story,John Lasseter,0.9550561797752809,0.12915129151291513,0.7857142857142858,G,John LasseterPete DocterAndrew Stanton,Animation,0.7222222222222214,0.1176470588235294
Puss in Boots: The Last Wish,Joel Crawford,0.6966292134831461,0.2066420664206642,0.6964285714285714,PG,Paul FisherTommy SwerdlowTom Wheeler,Animation,0.9722222222222214,0.1176470588235294
Encanto,Jared Bush,0.7191011235955056,0.2066420664206642,0.5892857142857144,PG,Charise Castro SmithJared BushByron Howard,Animation,0.9629629629629619,0.1176470588235294
Coco,Lee Unkrich,0.7865168539325843,0.21771217712177118,0.8035714285714286,PG,Lee UnkrichJason KatzMatthew Aldrich,Animation,0.9259259259259238,0.1176470588235294
Frozen,Chris Buck,0.7191011235955056,0.2066420664206642,0.6250000000000002,PG,Jennifer LeeHans Christian AndersenChris Buck,Animation,0.8888888888888893,0.1176470588235294
Mufasa: The Lion King,Barry Jenkins,0.6280898876404495,0.2594095940959409,0.5714285714285714,R,Linda WoolvertonIrene MecchiJonathan Roberts,Animation,0.9907407407407405,0.1176470588235294
Howl's Moving Castle,Hayao Miyazaki,0.7977528089887641,0.2693726937269373,0.7678571428571428,PG,Chieko BaishôTakuya KimuraTatsuya Gashûin,Animation,0.8055555555555536,0.1176470588235294
Zootopia,Byron Howard,0.7528089887640449,0.2287822878228782,0.7321428571428572,PG,Byron HowardRich MooreJared Bush,Animation,0.9166666666666643,0.1176470588235294
Teenage Mutant Ninja Turtles: Mutant Mayhem,Jeff Rowe,0.7078651685393259,0.19557195571955718,0.5892857142857144,PG,Seth RogenEvan GoldbergJeff Rowe,Animation,0.981481481481481,0.1176470588235294
Kung Fu Panda,Mark Osborne,0.7078651685393259,0.16974169741697417,0.6607142857142858,PG,Jonathan AibelGlenn BergerEthan Reiff,Animation,0.8425925925925917,0.1176470588235294
The Lion King,Jon Favreau,0.4943820224719101,0.2656826568265682,0.5178571428571428,PG,Jeff NathansonIrene MecchiJonathan Roberts,Animation,0.9444444444444429,0.1176470588235294
Spider-Man: Into the Spider-Verse,Bob Persichetti,0.8539325842696629,0.26199261992619927,0.8035714285714286,PG,Phil LordRodney Rothman,Animation,0.9351851851851833,0.1176470588235294
The Incredibles,Brad Bird,0.8876404494382023,0.25461254612546125,0.7321428571428572,PG,Craig T. NelsonSamuel L. JacksonHolly Hunter,Animation,0.8055555555555536,0.1176470588235294
Mars Express,Jérémie Périn,0.7303370786516854,0.15498154981549814,0.642857142857143,Not Rated,Léa DruckerMathieu AmalricDaniel Njo Lobé,Animation,0.981481481481481,0.1176470588235294
Shrek 2,Andrew Adamson,0.7191011235955056,0.17343173431734318,0.6071428571428572,PG,William SteigAndrew AdamsonJoe Stillman,Animation,0.8055555555555536,0.1176470588235294
Your Name.,Makoto Shinkai,0.7865168539325843,0.2594095940959409,0.8035714285714286,R,Makoto ShinkaiClark Cheng,Animation,0.9166666666666643,0.1176470588235294
Elemental,Peter Sohn,0.5280898876404495,0.2029520295202952,0.5535714285714286,PG,John HobergKat LikkelBrenda Hsueh,Animation,0.981481481481481,0.1176470588235294
Ratatouille,Brad Bird,0.9550561797752809,0.23985239852398524,0.75,G,Brad BirdJan PinkavaJim Capobianco,Animation,0.8333333333333321,0.1176470588235294
Moana,Ron Clements,0.7865168539325843,0.2250922509225092,0.6607142857142858,PG,Ron ClementsJohn MuskerDon Hall,Animation,0.9166666666666643,0.1176470588235294
Harold and the Purple Crayon,Carlos Saldanha,0.6280898876404495,0.16974169741697417,0.5714285714285714,PG,Zachary LeviLil Rel HoweryBenjamin Bottani,Animation,0.9907407407407405,0.1176470588235294
Finding Nemo,Andrew Stanton,0.8876404494382023,0.1992619926199262,0.7678571428571428,G,Andrew StantonBob PetersonDavid Reynolds,Animation,0.7962962962962941,0.1176470588235294
Sing 2,Garth Jennings,0.4269662921348315,0.23616236162361623,0.6071428571428572,PG,Matthew McConaugheyReese WitherspoonScarlett Johansson,Animation,0.9629629629629619,0.1176470588235294
Trolls Band Together,Walt Dohrn,0.4719101123595506,0.16605166051660517,0.375,PG,Anna KendrickJustin TimberlakeKenan Thompson,Animation,0.981481481481481,0.1176470588235294
Transformers One,Josh Cooley,0.6280898876404495,0.2594095940959409,0.5714285714285714,R,Chris HemsworthBrian Tyree HenryScarlett Johansson,Animation,0.9907407407407405,0.1176470588235294
The Boy and the Heron,Hayao Miyazaki,0.8988764044943821,0.2878228782287823,0.6607142857142858,PG-13,Hayao Miyazaki,Animation,0.981481481481481,0.1176470588235294
Cars,John Lasseter,0.6966292134831461,0.2583025830258302,0.5892857142857144,G,John LasseterJoe RanftJorgen Klubien,Animation,0.8240740740740726,0.1176470588235294
Shrek,Andrew Adamson,0.8202247191011236,0.16236162361623616,0.7142857142857144,PG,William SteigTed ElliottTerry Rossio,Animation,0.777777777777775,0.1176470588235294
Spirited Away,Hayao Miyazaki,0.9550561797752809,0.29151291512915123,0.8392857142857142,PG,Hayao Miyazaki,Animation,0.777777777777775,0.1176470588235294
Moana 2,David G. Derrick Jr.,0.6280898876404495,0.2594095940959409,0.5714285714285714,R,Gil KenanJason ReitmanIvan Reitman,Animation,0.9907407407407405,0.1176470588235294
The Super Mario Bros. Movie,Aaron Horvath,0.3932584269662921,0.16974169741697417,0.5535714285714286,PG,Aaron HorvathMichael JelenicPierre Leduc,Animation,0.981481481481481,0.1176470588235294
The Lord of the Rings: The War of the Rohirrim,Kenji Kamiyama,0.6280898876404495,0.2594095940959409,0.5714285714285714,R,Jeffrey AddissPhoebe GittinsWill Matthews,Animation,0.9907407407407405,0.1176470588235294
Despicable Me 4,Chris Renaud,0.6280898876404495,0.18081180811808115,0.5714285714285714,PG,Steve CarellKristen WiigJoey King,Animation,0.9907407407407405,0.1176470588235294
Migration,Benjamin Renner,0.5056179775280899,0.13653136531365315,0.5,PG,Mike WhiteBenjamin RennerKen Daurio,Animation,0.981481481481481,0.1176470588235294
Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,0.8426966292134831,0.3468634686346863,0.8392857142857142,PG,Shameik MooreHailee SteinfeldBrian Tyree Henry,Animation,0.981481481481481,0.1176470588235294
IF,John Krasinski,0.3932584269662921,0.21402214022140217,0.5,PG,Cailey FlemingRyan ReynoldsJohn Krasinski,Animation,0.9907407407407405,0.1176470588235294
Taxi Driver,Martin Scorsese,0.9325842696629213,0.2509225092250922,0.7678571428571428,R,"Robert De Niro,Jodie Foster,Cybill Shepherd",Crime,0.5462962962962941,0.1764705882352941
Kill Bill: Vol. 1,Quentin Tarantino,0.651685393258427,0.23985239852398524,0.7678571428571428,R,"Quentin Tarantino ,Uma Thurman",Action,0.7962962962962941,0.0
We're the Millers,Rawson Marshall Thurber,0.3707865168539326,0.23616236162361623,0.5535714285714286,R,"Bob FisherSteve , FaberSean Anders",Comedy,0.8888888888888893,0.23529411764705882
The Green Mile,Frank Darabont,0.5617977528089888,0.5276752767527675,0.8392857142857142,R,Tom HanksMichael Clarke DuncanDavid Morse,Crime,0.7592592592592595,0.1764705882352941
Animal,Sandeep Reddy Vanga,0.24719101123595508,0.5830258302583026,0.4107142857142858,Not Rated,Suresh BandaruSaurabh GuptaPranay Reddy Vanga,Action,0.981481481481481,0.0
Prisoners,Denis Villeneuve,0.6629213483146067,0.3948339483394834,0.7678571428571428,R,Hugh JackmanJake GyllenhaalViola Davis,Crime,0.8888888888888893,0.1764705882352941
12 Angry Men,Sidney Lumet,0.9662921348314607,0.18450184501845016,0.9107142857142858,Approved,Reginald Rose,Crime,0.37037037037037024,0.1764705882352941
Joker,Todd Phillips,0.5393258426966292,0.28044280442804426,0.8035714285714286,R,Todd PhillipsScott SilverBob Kane,Crime,0.9444444444444429,0.1764705882352941
Sicario,Denis Villeneuve,0.7977528089887641,0.2767527675276753,0.6785714285714286,R,Emily BluntJosh BrolinBenicio Del Toro,Action,0.9074074074074048,0.0
Baby Driver,Edgar Wright,0.8426966292134831,0.24723247232472326,0.642857142857143,R,Ansel ElgortJon BernthalJon Hamm,Action,0.9259259259259238,0.0
The Crow,Alex Proyas,0.6741573033707865,0.2066420664206642,0.642857142857143,R,Brandon LeeMichael WincottRochelle Davis,Action,0.7129629629629619,0.0
Léon: The Professional,Luc Besson,0.5955056179775281,0.23616236162361623,0.8214285714285714,R,Jean RenoGary OldmanNatalie Portman,Action,0.7129629629629619,0.0
In the Land of Saints and Sinners,Robert Lorenz,0.550561797752809,0.2214022140221402,0.4285714285714286,R,Kerry CondonDesmond EastwoodConor MacNeill,Action,0.981481481481481,0.0
The Equalizer,Antoine Fuqua,0.5168539325842697,0.31734317343173435,0.5892857142857144,R,Denzel WashingtonMarton CsokasChloë Grace Moretz,Action,0.8981481481481488,0.0
The Equalizer 3,Antoine Fuqua,0.5280898876404495,0.23247232472324722,0.5178571428571428,R,Denzel WashingtonDakota FanningEugenio Mastrandrea,Action,0.981481481481481,0.0
Wicked Little Letters,Thea Sharrock,0.5280898876404495,0.1992619926199262,0.5535714285714286,R,Jessie BuckleyOlivia ColmanTimothy Spall,Comedy,0.981481481481481,0.23529411764705882
Beverly Hills Cop,Martin Brest,0.6179775280898877,0.21771217712177118,0.6250000000000002,R,Daniel Petrie Jr.Danilo Bach,Action,0.6203703703703702,0.0
The Silence of the Lambs,Jonathan Demme,0.8426966292134831,0.2656826568265682,0.8392857142857142,R,Jodie FosterAnthony HopkinsScott Glenn,Crime,0.6851851851851833,0.1764705882352941
Heat,Michael Mann,0.7303370786516854,0.45756457564575637,0.7857142857142858,R,Al PacinoRobert De NiroVal Kilmer,Action,0.7222222222222214,0.0
No Country for Old Men,Ethan Coen,0.9101123595505617,0.28044280442804426,0.7678571428571428,R,Tommy Lee JonesJavier BardemJosh Brolin,Crime,0.8333333333333321,0.1764705882352941
Se7en,David Fincher,0.6067415730337079,0.29889298892988925,0.8392857142857142,R,Morgan FreemanBrad PittKevin Spacey,Crime,0.7222222222222214,0.1764705882352941
John Wick: Chapter 4,Chad Stahelski,0.7528089887640449,0.4538745387453874,0.6785714285714286,R,Keanu ReevesLaurence FishburneGeorge Georgiou,Action,0.981481481481481,0.0
The Talented Mr. Ripley,Anthony Minghella,0.7303370786516854,0.34317343173431725,0.6250000000000002,R,Matt DamonGwyneth PaltrowJude Law,Crime,0.7592592592592595,0.1764705882352941
The Outsiders,Francis Ford Coppola,0.3820224719101124,0.16605166051660517,0.5535714285714286,PG,C. Thomas HowellMatt DillonRalph Macchio,Crime,0.6111111111111107,0.1764705882352941
The Departed,Martin Scorsese,0.8314606741573034,0.38745387453874536,0.8214285714285714,R,Leonardo DiCaprioMatt DamonJack Nicholson,Crime,0.8240740740740726,0.1764705882352941
Goodfellas,Martin Scorsese,0.9101123595505617,0.3653136531365313,0.857142857142857,R,Nicholas PileggiMartin Scorsese,Biography,0.6759259259259238,0.2941176470588235
MaXXXine,Ti West,0.6280898876404495,0.21033210332103322,0.5714285714285714,R,Ti West,Crime,0.9907407407407405,0.1764705882352941
The Wolf of Wall Street,Martin Scorsese,0.7191011235955056,0.49446494464944646,0.7678571428571428,R,Leonardo DiCaprioJonah HillMargot Robbie,Biography,0.8888888888888893,0.2941176470588235
The Batman,Matt Reeves,0.6853932584269663,0.4797047970479704,0.6964285714285714,PG-13,Matt ReevesPeter CraigBob Kane,Action,0.9722222222222214,0.0
The Courier,Daniel Calparsoro,0.6280898876404495,0.2594095940959409,0.375,R,Arón PiperMaría PedrazaLuis Tosar,Crime,0.9907407407407405,0.1764705882352941
The Dark Knight,Christopher Nolan,0.8202247191011236,0.3911439114391143,0.9107142857142858,PG-13,Jonathan NolanChristopher NolanDavid S. Goyer,Action,0.8425925925925917,0.0
Killers of the Flower Moon,Martin Scorsese,0.8764044943820225,0.5904059040590406,0.6607142857142858,R,Leonardo DiCaprioRobert De NiroLily Gladstone,Crime,0.981481481481481,0.1764705882352941
Pulp Fiction,Quentin Tarantino,0.9438202247191011,0.39852398523985233,0.892857142857143,R,Quentin TarantinoRoger Avary,Crime,0.7129629629629619,0.1764705882352941
Force of Nature: The Dry 2,Robert Connolly,0.5280898876404495,0.27306273062730624,0.375,R,Eric BanaAnna TorvDeborra-Lee Furness,Crime,0.9907407407407405,0.1764705882352941
Anatomy of a Fall,Justine Triet,0.8426966292134831,0.38745387453874536,0.6785714285714286,R,Sandra HüllerSwann ArlaudMilo Machado-Graner,Crime,0.981481481481481,0.1764705882352941
The Bikeriders,Jeff Nichols,0.6966292134831461,0.2583025830258302,0.642857142857143,R,Jodie ComerAustin ButlerTom Hardy,Crime,0.981481481481481,0.1764705882352941
The Godfather,Francis Ford Coppola,1.0,0.47601476014760147,0.9464285714285714,R,Mario PuzoFrancis Ford Coppola,Crime,0.5092592592592595,0.1764705882352941
The Gentlemen,Guy Ritchie,0.449438202247191,0.24723247232472326,0.6964285714285714,R,Guy RitchieIvan AtkinsonMarn Davies,Action,0.9444444444444429,0.0
The Judge,David Dobkin,0.4157303370786517,0.35055350553505527,0.6250000000000002,R,Nick SchenkBill DubuqueDavid Dobkin,Crime,0.8981481481481488,0.1764705882352941
The Last Stop in Yuma County,Francis Galluppi,0.6853932584269663,0.16236162361623616,0.5535714285714286,R,Jim CummingsFaizon LoveJocelin Donahue,Crime,0.981481481481481,0.1764705882352941
Beverly Hills Cop: Axel F,Mark Molloy,0.6280898876404495,0.25461254612546125,0.5714285714285714,R,Will BeallTom GormicanKevin Etten,Action,0.9907407407407405,0.0
Hit Man,Richard Linklater,0.8089887640449438,0.25461254612546125,0.6250000000000002,R,Adria ArjonaGlen PowellRetta,Action,0.981481481481481,0.0
Longlegs,Oz Perkins,0.6280898876404495,0.2029520295202952,0.5714285714285714,R,Nicolas CageMaika MonroeAlicia Witt,Crime,0.9907407407407405,0.1764705882352941
Disturbia,D.J. Caruso,0.5730337078651685,0.21771217712177118,0.5178571428571428,PG-13,Christopher LandonCarl Ellsworth,Crime,0.8333333333333321,0.1764705882352941
A Simple Favor,Paul Feig,0.6292134831460674,0.26199261992619927,0.5178571428571428,R,Anna KendrickBlake LivelyHenry Golding,Comedy,0.9351851851851833,0.23529411764705882
Emilia Perez,Jacques Audiard,0.6629213483146067,0.2594095940959409,0.5892857142857144,R,Jacques AudiardThomas BidegainNicolas Livecchi,Comedy,0.9907407407407405,0.23529411764705882
Boy Kills World,Moritz Mohr,0.4044943820224719,0.23985239852398524,0.4642857142857144,R,Tyler Burton SmithArend RemmersMoritz Mohr,Action,0.981481481481481,0.0
Monster,Rako Prijanto,0.6280898876404495,0.14760147601476012,0.125,TV-MA,Marsha TimothyAlex AbbadAnantya Kirana,Horror,0.981481481481481,0.3529411764705882
Glass,M. Night Shyamalan,0.3595505617977528,0.30627306273062727,0.4821428571428572,PG-13,M. Night Shyamalan,Drama,0.9444444444444429,0.4117647058823529
Lisa Frankenstein,Zelda Williams,0.4044943820224719,0.2029520295202952,0.3928571428571428,PG-13,Kathryn NewtonLiza SoberanoJenna Davis,Comedy,0.9907407407407405,0.23529411764705882
It,Andy Muschietti,0.651685393258427,0.3284132841328413,0.6071428571428572,R,Chase PalmerCary Joji FukunagaGary Dauberman,Fantasy,0.9259259259259238,0.47058823529411764
Smile,Parker Finn,0.6404494382022472,0.25461254612546125,0.4642857142857144,R,Sosie BaconJessie T. UsherKyle Gallner,Horror,0.9722222222222214,0.3529411764705882
The Dead Don't Die,Jim Jarmusch,0.4719101123595506,0.21402214022140217,0.2857142857142858,R,Bill MurrayAdam DriverTilda Swinton,Comedy,0.9444444444444429,0.23529411764705882
Nosferatu,Robert Eggers,0.6280898876404495,0.2594095940959409,0.5714285714285714,R,Aaron Taylor-JohnsonBill SkarsgårdNicholas Hoult,Fantasy,0.9907407407407405,0.47058823529411764
A Serbian Film,Srdjan Spasojevic,0.6280898876404495,0.21402214022140217,0.1964285714285715,NC-17,Srdjan 'Zika' TodorovicSergej TrifunovicJelena Gavrilovic,Horror,0.8611111111111107,0.3529411764705882
Mandy,Panos Cosmatos,0.8089887640449438,0.2767527675276753,0.4642857142857144,Not Rated,Panos CosmatosAaron Stewart-AhnCasper Kelly,Action,0.9351851851851833,0.0
The Prodigy,Nicholas McCarthy,0.3820224719101124,0.16974169741697417,0.3571428571428572,R,Taylor SchillingJackson Robert ScottPeter Mooney,Fantasy,0.9444444444444429,0.47058823529411764
Split,M. Night Shyamalan,0.5842696629213483,0.26199261992619927,0.6071428571428572,PG-13,James McAvoyAnya Taylor-JoyHaley Lu Richardson,Horror,0.9166666666666643,0.3529411764705882
The Menu,Mark Mylod,0.6741573033707865,0.2250922509225092,0.5892857142857144,R,Ralph FiennesAnya Taylor-JoyNicholas Hoult,Comedy,0.9722222222222214,0.23529411764705882
Nope,Jordan Peele,0.7415730337078652,0.30996309963099633,0.5178571428571428,R,Daniel KaluuyaKeke PalmerBrandon Perea,Horror,0.9722222222222214,0.3529411764705882
Five Nights at Freddy's,Emma Tammi,0.24719101123595508,0.23247232472324722,0.2857142857142858,PG-13,Scott CawthonSeth CuddebackEmma Tammi,Horror,0.981481481481481,0.3529411764705882
Alien,Ridley Scott,0.8764044943820225,0.26199261992619927,0.8214285714285714,R,Dan O'BannonRonald Shusett,Horror,0.5740740740740726,0.3529411764705882
A Quiet Place,John Krasinski,0.7977528089887641,0.16236162361623616,0.642857142857143,PG-13,Bryan WoodsScott BeckJohn Krasinski,Drama,0.9351851851851833,0.4117647058823529
The First Omen,Arkasha Stevenson,0.6067415730337079,0.2693726937269373,0.5,R,Tim SmithArkasha StevensonKeith Thomas,Horror,0.9907407407407405,0.3529411764705882
Midsommar,Ari Aster,0.6853932584269663,0.3763837638376383,0.5714285714285714,R,Florence PughJack ReynorVilhelm Blomgren,Drama,0.9444444444444429,0.4117647058823529
