Title,Director,MetaScore,Duration (minutes),IMDb Rating,Certificates,Star Cast,Genre,Year
Scoob!,Tony Cervone,43.0,93.0,5.6,PG,Will Forte,Animation,2020
Doctor Dolittle,Betty Thomas,46.0,85.0,5.4,PG-13,Eddie Murphy,Comedy,1998
Race to Witch Mountain,Andy Fickman,52.0,98.0,5.7,PG,Dwayne Johnson,Action,2009
Finding Neverland,Marc Forster,67.0,106.0,7.7,PG,Johnny Depp,Biography,2004
Spirited,Sean Anders,55.0,127.0,6.6,PG-13,Will Ferrell,Comedy,2022
A Monster Calls,J.A. Bayona,76.0,108.0,7.4,PG-13,Lewis MacDougall,Adventure,2016
Bambi,James Algar,91.0,69.0,7.3,Approved,Hardie Albright,Animation,1942
Flubber,Les Mayfield,38.0,93.0,5.3,PG,Robin Williams,Comedy,1997
Pete's Dragon,David Lowery,71.0,102.0,6.7,PG,Bryce Dallas Howard,Action,2016
Herbie Fully Loaded,Angela Robinson,47.0,101.0,4.9,G,Lindsay Lohan,Adventure,2005
The Sleepover,Trish Sie,46.0,100.0,5.7,TV-PG,Sadie Stanley,Action,2020
The Santa Clause,John Pasquin,57.0,97.0,6.6,PG,Tim Allen,Comedy,1994
Peter Rabbit,Will Gluck,51.0,95.0,6.6,PG,James Corden,Animation,2018
RocketMan,Stuart Gillard,57.1,95.0,5.9,PG,Harland Williams,Comedy,1997
Christopher Robin,Marc Forster,60.0,104.0,7.2,PG,Ewan McGregor,Adventure,2018
Spies in Disguise,Nick Bruno,54.0,102.0,6.8,PG,Rachel Brosnahan,Animation,2019
Zookeeper,Frank Coraci,30.0,102.0,5.2,PG,Kevin James,Comedy,2011
Delivery Man,Ken Scott,44.0,105.0,6.3,PG-13,Vince Vaughn,Comedy,2013
Asterix & Obelix: Mission Cleopatra,Alain Chabat,57.1,107.0,6.7,PG,Gérard Depardieu,Adventure,2002
The Jungle Book,Stephen Sommers,63.0,111.0,6.0,PG,Jason Scott Lee,Adventure,1994
"Yours, Mine and Ours",Melville Shavelson,57.1,111.0,7.1,Unrated,Lucille Ball,Comedy,1968
Zombies 3,Paul Hoen,57.1,88.0,5.4,TV-G,Milo Manheim,Drama,2022
Hocus Pocus 2,Anne Fletcher,56.0,103.0,6.0,PG,Bette Midler,Comedy,2022
Marcel the Shell with Shoes On,Dean Fleischer Camp,80.0,90.0,7.7,PG,Jenny Slate,Animation,2021
Children of Heaven,Majid Majidi,77.0,89.0,8.2,PG,Mohammad Amir Naji,Drama,1997
Young Hearts,Anthony Schatteman,57.1,100.0,8.1,PG,Lou Goossens,Drama,2024
Jason and the Argonauts,Don Chaffey,69.0,104.0,7.3,G,Todd Armstrong,Action,1963
The Lego Ninjago Movie,Charlie Bean,55.0,101.0,6.0,PG,Jackie Chan,Animation,2017
Mr. Bean's Holiday,Steve Bendelack,56.0,90.0,6.4,G,Rowan Atkinson,Comedy,2007
The Last Unicorn,Jules Bass,70.0,92.0,7.3,G,Jeff Bridges,Animation,1982
The Rookie,John Lee Hancock,72.0,127.0,6.9,G,Dennis Quaid,Drama,2002
Little Monsters,Richard Greenberg,57.1,100.0,6.0,PG,Fred Savage,Adventure,1989
Dumbo,Tim Burton,51.0,112.0,6.3,PG,Colin Farrell,Adventure,2019
A Christmas Story,Bob Clark,77.0,93.0,7.9,PG,Peter Billingsley,Comedy,1983
The Grinch,Yarrow Cheney,51.0,85.0,6.4,PG,Benedict Cumberbatch,Animation,2018
Beauty and the Beast,Christophe Gans,39.0,112.0,6.4,PG-13,Vincent Cassel,Drama,2014
"20,000 Leagues Under the Sea",Richard Fleischer,83.0,127.0,7.2,G,Kirk Douglas,Adventure,1954
Pete's Dragon,Don Chaffey,46.0,128.0,6.3,G,Sean Marshall,Animation,1977
The Sword in the Stone,Wolfgang Reitherman,61.0,79.0,7.1,G,Rickie Sorensen,Animation,1963
Kubo and the Two Strings,Travis Knight,84.0,101.0,7.7,PG,Charlize Theron,Animation,2016
Because of Winn-Dixie,Wayne Wang,54.0,106.0,6.4,PG,AnnaSophia Robb,Comedy,2005
Surf Ninjas,Neal Israel,57.1,87.0,5.1,PG,Ernie Reyes Sr.,Action,1993
Diary of a Wimpy Kid: Dog Days,David Bowers,54.0,94.0,6.3,PG,Zachary Gordon,Comedy,2012
Jungle 2 Jungle,John Pasquin,42.0,105.0,5.2,PG,Tim Allen,Comedy,1997
Oliver & Company,George Scribner,58.0,74.0,6.6,G,Joey Lawrence,Animation,1988
A Wrinkle in Time,Ava DuVernay,53.0,109.0,4.3,PG,Storm Reid,Adventure,2018
Like Mike,John Schultz,47.0,99.0,5.4,PG,Shad Moss,Comedy,2002
Planes,Klay Hall,39.0,91.0,5.7,PG,Carlos Alazraqui,Animation,2013
The Black Cauldron,Ted Berman,59.0,80.0,6.3,PG,Grant Bardsley,Animation,1985
Stars in My Crown,Jacques Tourneur,57.1,89.0,7.4,Approved,Joel McCrea,Family,1950
Clifford the Big Red Dog,Walt Becker,55.0,96.0,5.9,PG,Darby Camp,Adventure,2021
Bedknobs and Broomsticks,Robert Stevenson,59.0,117.0,7.0,G,Angela Lansbury,Animation,1971
Where the Wild Things Are,Spike Jonze,71.0,101.0,6.7,PG,Max Records,Adventure,2009
Yes Day,Miguel Arteta,46.0,86.0,5.7,PG,Jennifer Garner,Comedy,2021
Storks,Nicholas Stoller,56.0,87.0,6.8,PG,Andy Samberg,Animation,2016
Wallace & Gromit: The Curse of the Were-Rabbit,Steve Box,87.0,85.0,7.5,G,Peter Sallis,Animation,2005
Confessions of a Teenage Drama Queen,Sara Sugarman,33.0,89.0,4.7,PG,Lindsay Lohan,Comedy,2004
Pinocchio,Norman Ferguson,99.0,88.0,7.5,Approved,Dickie Jones,Animation,1940
Pan,Joe Wright,36.0,111.0,5.7,PG,Levi Miller,Action,2015
Alvin and the Chipmunks: The Road Chip,Walt Becker,33.0,92.0,4.9,PG,Jason Lee,Adventure,2015
Back to the Outback,Harry Cripps,58.0,95.0,6.5,PG,Eric Bana,Animation,2021
Vivo,Kirk DeMicco,66.0,95.0,6.7,PG,Lin-Manuel Miranda,Animation,2021
Antz,Eric Darnell,73.0,83.0,6.5,PG,Woody Allen,Animation,1998
Cheaper by the Dozen 2,Adam Shankman,34.0,94.0,5.5,PG,Steve Martin,Adventure,2005
High School Musical 3: Senior Year,Kenny Ortega,57.0,112.0,5.0,G,Zac Efron,Comedy,2008
Cloudy with a Chance of Meatballs 2,Cody Cameron,59.0,95.0,6.3,PG,Bill Hader,Animation,2013
Like Stars on Earth,Aamir Khan,57.1,162.0,8.3,PG,Darsheel Safary,Drama,2007
*batteries not included,Matthew Robbins,54.0,107.0,6.6,PG,Hume Cronyn,Comedy,1987
Osmosis Jones,Bobby Farrelly,57.0,95.0,6.3,PG,Laurence Fishburne,Animation,2001
The Music Man,Morton DaCosta,76.0,151.0,7.7,G,Robert Preston,Comedy,1962
The Borrowers,Peter Hewitt,57.1,89.0,5.9,PG,John Goodman,Adventure,1997
Hannah Montana: The Movie,Peter Chelsom,47.0,102.0,4.7,G,Miley Cyrus,Comedy,2009
Penguins of Madagascar,Eric Darnell,53.0,92.0,6.6,PG,Tom McGrath,Animation,2014
The Munsters,Rob Zombie,57.0,109.0,4.5,PG,Sheri Moon Zombie,Comedy,2022
Slumberland,Francis Lawrence,40.0,117.0,6.7,PG,Jason Momoa,Adventure,2022
The Next Karate Kid,Christopher Cain,36.0,107.0,4.5,PG,Pat Morita,Action,1994
Big City Greens the Movie: Spacecation,Anna O'Brian,57.1,82.0,6.4,TV-Y7,Anna Akana,Animation,2024
Woody Woodpecker Goes to Camp,Jonathan A. Rosenbaum,57.1,100.0,4.5,TV-G,Mary-Louise Parker,Animation,2024
Mr. Holmes,Bill Condon,67.0,104.0,6.8,PG,Ian McKellen,Crime,2015
Charlotte's Web,Gary Winick,68.0,97.0,6.3,G,Dakota Fanning,Adventure,2006
PAW Patrol: The Movie,Cal Brunker,50.0,86.0,6.1,G,Tyler Perry,Animation,2021
Max,Boaz Yakin,47.0,111.0,6.6,PG,Thomas Haden Church,Adventure,2015
Sinbad: Legend of the Seven Seas,Patrick Gilmore,48.0,86.0,6.7,PG,Brad Pitt,Animation,2003
Man of the House,James Orr,57.1,96.0,5.2,PG,Chevy Chase,Comedy,1995
The Tiger's Apprentice,Raman Hui,55.0,84.0,5.7,PG,Henry Golding,Animation,2024
A Nashville Wish,Demetrius Navarro,57.1,102.0,5.3,PG,Lee Greenwood,Drama,2024
Blank Check,Rupert Wainwright,42.0,93.0,5.3,PG,Brian Bonsall,Comedy,1994
Swiss Family Robinson,Ken Annakin,61.0,126.0,7.1,Approved,John Mills,Adventure,1960
The Fox and the Hound,Ted Berman,65.0,83.0,7.2,G,Mickey Rooney,Animation,1981
Captain Underpants: The First Epic Movie,David Soren,69.0,89.0,6.2,PG,Kevin Hart,Animation,2017
City of Ember,Gil Kenan,58.0,90.0,6.4,PG,Saoirse Ronan,Adventure,2008
Hoodwinked!,Cory Edwards,45.0,80.0,6.5,PG,Anne Hathaway,Animation,2005
Explorers,Joe Dante,58.0,109.0,6.4,PG,Ethan Hawke,Adventure,1985
James and the Giant Peach,Henry Selick,78.0,79.0,6.7,PG,Paul Terry,Animation,1996
The Karate Kid Part III,John G. Avildsen,36.0,112.0,5.3,PG,Ralph Macchio,Action,1989
Oliver!,Carol Reed,74.0,153.0,7.4,G,Mark Lester,Drama,1968
The Secret of NIMH,Don Bluth,76.0,82.0,7.5,G,Elizabeth Hartman,Animation,1982
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,45.0,88.0,6.0,PG,Paige Turco,Action,1991
October Sky,Joe Johnston,71.0,108.0,7.8,PG,Jake Gyllenhaal,Biography,1999
Klaus,Sergio Pablos,65.0,96.0,8.2,PG,Jason Schwartzman,Animation,2019
The Ultimate Gift,Michael O. Sajbel,49.0,114.0,7.3,PG,Drew Fuller,Drama,2006
Home Alone 3,Raja Gosnell,57.1,102.0,4.6,PG,Alex D. Linz,Action,1997
"Lyle, Lyle, Crocodile",Josh Gordon,51.0,106.0,6.1,PG,Javier Bardem,Adventure,2022
Chip 'n Dale: Rescue Rangers,Akiva Schaffer,66.0,97.0,7.0,PG,Andy Samberg,Animation,2022
Lady and the Tramp,Clyde Geronimi,78.0,76.0,7.3,G,Barbara Luddy,Animation,1955
Chicken Little,Mark Dindal,48.0,81.0,5.7,G,Zach Braff,Animation,2005
The Secret Life of Pets 2,Chris Renaud,55.0,86.0,6.4,PG,Patton Oswalt,Animation,2019
The Thundermans Return,Trevor Kirschner,57.1,70.0,4.9,TV-G,Kira Kosarin,Action,2024
Evan Almighty,Tom Shadyac,37.0,96.0,5.4,PG,Steve Carell,Comedy,2007
We Have a Ghost,Christopher Landon,53.0,126.0,6.1,PG-13,Jahi Di'Allo Winston,Adventure,2023
Ramona and Beezus,Elizabeth Allen Rosenbaum,56.0,103.0,6.5,G,Joey King,Comedy,2010
Inkheart,Iain Softley,49.0,106.0,6.1,PG,Brendan Fraser,Adventure,2008
The Muppets,James Bobin,75.0,103.0,7.1,PG,Amy Adams,Adventure,2011
Problem Child,Dennis Dugan,27.0,81.0,5.5,PG,Michael Oliver,Comedy,1990
Ice Age: The Meltdown,Carlos Saldanha,59.0,91.0,6.8,PG,Ray Romano,Animation,2006
Whisper of the Heart,Yoshifumi Kondô,75.0,111.0,7.8,G,Yoko Honna,Animation,1995
The Boss Baby 2: Family Business,Tom McGrath,39.0,107.0,5.9,PG,Alec Baldwin,Animation,2021
Monsters vs. Aliens,Rob Letterman,56.0,94.0,6.4,PG,Reese Witherspoon,Animation,2009
Mr. Peabody & Sherman,Rob Minkoff,59.0,92.0,6.8,PG,Ty Burrell,Animation,2014
Sleeping Beauty,Les Clark,85.0,75.0,7.2,G,Mary Costa,Animation,1959
Percy Jackson: Sea of Monsters,Thor Freudenthal,39.0,106.0,5.7,PG,Logan Lerman,Adventure,2013
Little Giants,Duwayne Dunham,57.1,107.0,6.4,PG,Rick Moranis,Comedy,1994
Sleepover,Joe Nussbaum,33.0,89.0,5.3,PG,Alexa PenaVega,Comedy,2004
The Rescuers,John Lounsbery,74.0,77.0,6.9,G,Bob Newhart,Animation,1977
The Secret World of Arrietty,Hiromasa Yonebayashi,80.0,94.0,7.6,G,Bridgit Mendler,Animation,2010
The Great Mouse Detective,Ron Clements,73.0,74.0,7.1,G,Vincent Price,Animation,1986
The Three Stooges,Bobby Farrelly,56.0,92.0,5.1,PG,Sean Hayes,Comedy,2012
Alice Through the Looking Glass,James Bobin,34.0,113.0,6.2,PG,Mia Wasikowska,Adventure,2016
A Dog's Purpose,Lasse Hallström,43.0,100.0,7.2,PG,Josh Gad,Adventure,2017
Kicking & Screaming,Jesse Dylan,45.0,95.0,5.6,PG,Will Ferrell,Comedy,2005
Open Season,Roger Allers,49.0,86.0,6.1,PG,Ashton Kutcher,Animation,2006
10 Lives,Christopher Jenkins,57.1,88.0,5.9,TV-G,Mo Gilligan,Animation,2024
The Wiz,Sidney Lumet,53.0,134.0,5.5,G,Diana Ross,Adventure,1978
Horton Hears a Who!,Jimmy Hayward,71.0,86.0,6.8,G,Jim Carrey,Animation,2008
The Imaginary,Yoshiyuki Momose,66.0,105.0,6.7,PG,Kokoro Terada,Animation,2023
The Angry Birds Movie 2,Thurop Van Orman,60.0,97.0,6.4,PG,Jason Sudeikis,Animation,2019
Beethoven,Brian Levant,57.1,87.0,5.7,PG,Charles Grodin,Comedy,1992
Three Men and a Baby,Leonard Nimoy,61.0,102.0,6.1,PG,Tom Selleck,Comedy,1987
What a Girl Wants,Dennie Gordon,41.0,105.0,5.8,PG,Amanda Bynes,Comedy,2003
Soul Surfer,Sean McNamara,53.0,112.0,7.0,PG,AnnaSophia Robb,Biography,2011
Rio 2,Carlos Saldanha,49.0,101.0,6.3,G,Jesse Eisenberg,Animation,2014
The Sorcerer's Apprentice,Jon Turteltaub,46.0,109.0,6.1,PG,Nicolas Cage,Action,2010
The Croods: A New Age,Joel Crawford,56.0,95.0,6.9,PG,Nicolas Cage,Animation,2020
Strange World,Don Hall,65.0,102.0,5.7,PG,Jake Gyllenhaal,Animation,2022
The Polar Express,Robert Zemeckis,61.0,100.0,6.6,G,Tom Hanks,Animation,2004
Castle in the Sky,Hayao Miyazaki,78.0,125.0,8.0,PG,Mayumi Tanaka,Animation,1986
Alvin and the Chipmunks: The Squeakquel,Betty Thomas,41.0,88.0,4.5,PG,Jason Lee,Adventure,2009
Chicken Run,Peter Lord,88.0,84.0,7.1,G,Mel Gibson,Animation,2000
Doraemon the Movie: Nobita's Earth Symphony,Kazuaki Imai,57.1,100.0,6.8,PG,Wasabi Mizuta,Animation,2024
Daddy Day Care,Steve Carr,39.0,92.0,5.6,PG,Eddie Murphy,Comedy,2003
Scooby-Doo 2: Monsters Unleashed,Raja Gosnell,34.0,93.0,5.2,PG,Freddie Prinze Jr.,Adventure,2004
Monte Carlo,Thomas Bezucha,43.0,109.0,5.8,PG,Selena Gomez,Adventure,2011
Chicken Run: Dawn of the Nugget,Sam Fell,63.0,98.0,6.4,PG,Thandiwe Newton,Animation,2023
D2: The Mighty Ducks,Sam Weisman,57.1,106.0,6.1,PG,Emilio Estevez,Comedy,1994
Dennis the Menace,Nick Castle,49.0,94.0,5.7,PG,Walter Matthau,Comedy,1993
Rise of the Guardians,Peter Ramsey,58.0,97.0,7.2,PG,Hugh Jackman,Animation,2012
The Golden Compass,Chris Weitz,51.0,113.0,6.1,PG-13,Nicole Kidman,Adventure,2007
Spirit: Stallion of the Cimarron,Kelly Asbury,52.0,83.0,7.2,G,Matt Damon,Animation,2002
Bee Movie,Simon J. Smith,54.0,91.0,6.1,PG,Jerry Seinfeld,Animation,2007
Diary of a Wimpy Kid: Rodrick Rules,David Bowers,51.0,99.0,6.6,PG,Zachary Gordon,Comedy,2011
Brother Bear,Aaron Blaise,48.0,85.0,6.9,G,Joaquin Phoenix,Animation,2003
My Fair Lady,George Cukor,95.0,170.0,7.7,G,Audrey Hepburn,Drama,1964
The Book of Life,Jorge R. Gutiérrez,67.0,95.0,7.2,PG,Diego Luna,Animation,2014
Madagascar 3: Europe's Most Wanted,Eric Darnell,60.0,93.0,6.8,PG,Ben Stiller,Animation,2012
Lost in Space,Stephen Hopkins,43.0,130.0,5.2,PG-13,Gary Oldman,Action,1998
The Day the Earth Blew Up: A Looney Tunes Movie,Peter Browngardt,57.1,100.0,8.4,PG,Eric Bauza,Animation,2024
Around the World in 80 Days,Frank Coraci,49.0,120.0,5.9,PG,Jackie Chan,Action,2004
The Pacifier,Adam Shankman,30.0,95.0,5.6,PG,Vin Diesel,Action,2005
Peter Pan & Wendy,David Lowery,61.0,106.0,4.4,PG,Alexander Molony,Action,2023
True Spirit,Sarah Spillane,50.0,109.0,6.8,TV-PG,Alyla Browne,Adventure,2023
Fiddler on the Roof,Norman Jewison,67.0,181.0,8.0,G,Topol,Drama,1971
Marley & Me,David Frankel,53.0,115.0,7.0,PG,Owen Wilson,Drama,2008
Clash of the Titans,Desmond Davis,59.0,118.0,6.9,PG,Laurence Olivier,Action,1981
Eragon,Stefen Fangmeier,38.0,104.0,5.1,PG,Ed Speleers,Action,2006
Puss in Boots,Chris Miller,65.0,90.0,6.6,PG,Antonio Banderas,Animation,2011
Disenchanted,Adam Shankman,50.0,119.0,5.6,PG,Amy Adams,Animation,2022
Speed Racer,Lana Wachowski,37.0,135.0,6.1,PG,Emile Hirsch,Action,2008
Journey to the Center of the Earth,Henry Levin,57.1,129.0,7.0,Approved,James Mason,Adventure,1959
Maleficent: Mistress of Evil,Joachim Rønning,43.0,119.0,6.6,PG,Angelina Jolie,Adventure,2019
The Smurfs,Raja Gosnell,30.0,103.0,5.4,PG,Hank Azaria,Animation,2011
The Rescuers Down Under,Hendel Butoy,68.0,77.0,6.8,G,Bob Newhart,Animation,1990
The Great Race,Blake Edwards,71.0,160.0,7.2,Approved,Tony Curtis,Action,1965
DC League of Super-Pets,Jared Stern,56.0,105.0,7.1,PG,Dwayne Johnson,Animation,2022
Hairspray,John Waters,77.0,92.0,7.0,PG,Sonny Bono,Comedy,1988
Alice in Wonderland,Clyde Geronimi,68.0,75.0,7.3,Approved,Kathryn Beaumont,Animation,1951
Free Willy,Simon Wincer,79.0,112.0,6.0,PG,Jason James Richter,Adventure,1993
The Witches,Nicolas Roeg,78.0,91.0,6.8,PG,Anjelica Huston,Adventure,1990
One Hundred and One Dalmatians,Clyde Geronimi,83.0,79.0,7.3,G,Rod Taylor,Animation,1961
The Sea Beast,Chris Williams,74.0,115.0,7.0,PG,Karl Urban,Animation,2022
Mr. Hobbs Takes a Vacation,Henry Koster,57.1,116.0,6.8,Approved,James Stewart,Comedy,1962
Richie Rich,Donald Petrie,49.0,95.0,5.4,PG,Macaulay Culkin,Comedy,1994
A Little Princess,Alfonso Cuarón,83.0,97.0,7.6,G,Liesel Matthews,Drama,1995
Stuart Little,Rob Minkoff,61.0,84.0,6.0,PG,Michael J. Fox,Adventure,1999
Ella Enchanted,Tommy O'Haver,53.0,96.0,6.3,PG,Anne Hathaway,Comedy,2004
Surf's Up,Ash Brannon,64.0,85.0,6.7,PG,Shia LaBeouf,Animation,2007
The Muppet Movie,James Frawley,74.0,95.0,7.6,G,Jim Henson,Adventure,1979
The Call of the Wild,Chris Sanders,48.0,100.0,6.7,PG,Harrison Ford,Adventure,2020
The Lego Movie 2: The Second Part,Mike Mitchell,65.0,107.0,6.5,PG,Chris Pratt,Animation,2019
How to Train Your Dragon 2,Dean DeBlois,77.0,102.0,7.8,PG,Jay Baruchel,Animation,2014
Hotel Transylvania 2,Genndy Tartakovsky,44.0,89.0,6.6,PG,Adam Sandler,Animation,2015
How Green Was My Valley,John Ford,88.0,118.0,7.7,Approved,Walter Pidgeon,Drama,1941
Flight of the Navigator,Randal Kleiser,64.0,90.0,6.9,PG,Joey Cramer,Adventure,1986
The Wizard,Todd Holland,23.0,100.0,6.1,PG,Fred Savage,Adventure,1989
Monster House,Gil Kenan,68.0,91.0,6.7,PG,Mitchel Musso,Animation,2006
Bugsy Malone,Alan Parker,71.0,93.0,6.8,G,Jodie Foster,Comedy,1976
Ice Age: Dawn of the Dinosaurs,Carlos Saldanha,50.0,94.0,6.9,PG,Ray Romano,Animation,2009
Hotel Transylvania 3: Summer Vacation,Genndy Tartakovsky,54.0,97.0,6.3,PG,Adam Sandler,Animation,2018
Toys,Barry Levinson,40.0,118.0,5.1,PG-13,Robin Williams,Adventure,1992
The Adventures of Tintin,Steven Spielberg,68.0,107.0,7.3,PG,Jamie Bell,Animation,2011
It Takes Two,Andy Tennant,45.0,101.0,5.9,PG,Kirstie Alley,Comedy,1995
The Game Plan,Andy Fickman,44.0,110.0,6.4,PG,Dwayne Johnson,Comedy,2007
Fantasia,James Algar,96.0,124.0,7.7,G,Leopold Stokowski,Animation,1940
Trolls World Tour,Walt Dohrn,51.0,91.0,6.1,PG,Anna Kendrick,Animation,2020
Happy Feet,George Miller,77.0,108.0,6.4,PG,Elijah Wood,Animation,2006
Twelve,Steve Grimaldi,57.1,100.0,6.3,PG,Erik Heger,Family,2019
White Bird,Marc Forster,57.1,120.0,7.2,Not Rated,Gillian Anderson,Adventure,2023
Major Payne,Nick Castle,34.0,95.0,6.3,PG-13,Damon Wayans,Adventure,1995
Newsies,Kenny Ortega,46.0,121.0,6.9,PG,Christian Bale,Drama,1992
Meet the Robinsons,Stephen J. Anderson,61.0,95.0,6.8,G,Daniel Hansen,Animation,2007
Paul Blart: Mall Cop,Steve Carr,39.0,91.0,5.3,PG,Kevin James,Action,2009
Annie,Will Gluck,33.0,118.0,5.4,PG,Quvenzhané Wallis,Comedy,2014
The BFG,Steven Spielberg,66.0,117.0,6.3,PG,Mark Rylance,Adventure,2016
Snow White and the Seven Dwarfs,William Cottrell,96.0,83.0,7.6,Approved,Adriana Caselotti,Animation,1937
Home Alone 2: Lost in New York,Chris Columbus,46.0,120.0,6.9,PG,Macaulay Culkin,Adventure,1992
Epic,Chris Wedge,52.0,102.0,6.6,PG,Amanda Seyfried,Animation,2013
Corpse Bride,Tim Burton,83.0,77.0,7.4,PG,Johnny Depp,Animation,2005
Tall Girl,Nzingha Stewart,57.1,101.0,5.2,TV-PG,Ava Michelle,Comedy,2019
Elf,Jon Favreau,66.0,97.0,7.1,PG,Will Ferrell,Adventure,2003
The Chronicles of Narnia: The Voyage of the Dawn Treader,Michael Apted,53.0,113.0,6.3,PG,Ben Barnes,Adventure,2010
Daddy's Home,Sean Anders,42.0,96.0,6.2,PG-13,Will Ferrell,Comedy,2015
Babe,Chris Noonan,83.0,91.0,6.9,G,James Cromwell,Comedy,1995
Freaky Friday,Gary Nelson,51.0,98.0,6.3,G,Barbara Harris,Comedy,1976
Luck,Peggy Holmes,48.0,105.0,6.4,G,Eva Noblezada,Animation,2022
The Chronicles of Narnia: Prince Caspian,Andrew Adamson,62.0,150.0,6.5,PG,Ben Barnes,Action,2008
The Land Before Time,Don Bluth,66.0,69.0,7.4,G,Pat Hingle,Animation,1988
Air Bud,Charles Martin Smith,57.1,98.0,5.3,PG,Michael Jeter,Comedy,1997
I Can Only Imagine,Andrew Erwin,30.0,110.0,7.3,PG,John Michael Finley,Biography,2018
Bedtime Stories,Adam Shankman,33.0,99.0,6.0,PG,Adam Sandler,Adventure,2008
Tom & Jerry,Tim Story,32.0,101.0,5.3,PG,Chloë Grace Moretz,Animation,2021
The Kid Who Would Be King,Joe Cornish,66.0,120.0,6.1,PG,Louis Ashbourne Serkis,Action,2019
Guillermo del Toro's Pinocchio,Guillermo del Toro,79.0,117.0,7.6,PG,Ewan McGregor,Animation,2022
All Dogs Go to Heaven,Don Bluth,50.0,84.0,6.7,G,Dom DeLuise,Animation,1989
Nanny McPhee,Kirk Jones,59.0,97.0,6.6,PG,Emma Thompson,Comedy,2005
Turbo,David Soren,58.0,96.0,6.4,PG,Ryan Reynolds,Animation,2013
Ferdinand,Carlos Saldanha,58.0,108.0,6.7,PG,John Cena,Animation,2017
Hugo,Martin Scorsese,83.0,126.0,7.5,PG,Asa Butterfield,Adventure,2011
FernGully: The Last Rainforest,Bill Kroyer,67.0,76.0,6.5,G,Samantha Mathis,Animation,1992
Dinosaur,Eric Leighton,56.0,82.0,6.4,PG,D.B. Sweeney,Animation,2000
Miracles from Heaven,Patricia Riggen,44.0,109.0,7.1,PG,Jennifer Garner,Biography,2016
Mary Poppins Returns,Rob Marshall,66.0,130.0,6.7,PG,Emily Blunt,Adventure,2018
The SpongeBob SquarePants Movie,Stephen Hillenburg,67.0,87.0,7.2,PG,Tom Kenny,Animation,2004
The Spiderwick Chronicles,Mark Waters,62.0,96.0,6.5,PG,Freddie Highmore,Action,2008
Small Soldiers,Joe Dante,57.1,110.0,6.3,PG-13,Kirsten Dunst,Action,1998
How to Train Your Dragon: The Hidden World,Dean DeBlois,71.0,104.0,7.4,PG,Jay Baruchel,Animation,2019
George of the Jungle,Sam Weisman,53.0,92.0,5.5,PG,Brendan Fraser,Action,1997
A Cinderella Story,Mark Rosman,25.0,95.0,5.9,PG,Hilary Duff,Comedy,2004
Cool Runnings,Jon Turteltaub,60.0,98.0,7.0,PG,John Candy,Adventure,1993
Baby's Day Out,Patrick Read Johnson,57.1,99.0,6.2,PG,Lara Flynn Boyle,Adventure,1994
Cinderella,Clyde Geronimi,85.0,74.0,7.3,G,Ilene Woods,Animation,1950
The Aristocats,Wolfgang Reitherman,66.0,78.0,7.1,G,Phil Harris,Animation,1970
A Goofy Movie,Kevin Lima,53.0,78.0,6.9,G,Bill Farmer,Animation,1995
The Angry Birds Movie,Clay Kaytis,43.0,97.0,6.3,PG,Jason Sudeikis,Animation,2016
101 Dalmatians,Stephen Herek,50.0,103.0,5.7,G,Glenn Close,Adventure,1996
How the Grinch Stole Christmas,Ron Howard,46.0,104.0,6.3,PG,Jim Carrey,Comedy,2000
RV,Barry Sonnenfeld,33.0,99.0,5.6,PG,Robin Williams,Adventure,2006
We Can Be Heroes,Robert Rodriguez,51.0,100.0,4.7,PG,YaYa Gosselin,Action,2020
Haunted Mansion,Justin Simien,47.0,123.0,6.0,PG-13,LaKeith Stanfield,Comedy,2023
Space Jam: A New Legacy,Malcolm D. Lee,36.0,115.0,4.5,PG,LeBron James,Animation,2021
Cloudy with a Chance of Meatballs,Phil Lord,66.0,90.0,6.9,PG,Anna Faris,Animation,2009
Nacho Libre,Jared Hess,52.0,92.0,5.9,PG,Jack Black,Comedy,2006
The Good Dinosaur,Peter Sohn,66.0,93.0,6.7,PG,Jeffrey Wright,Animation,2015
Zathura: A Space Adventure,Jon Favreau,67.0,101.0,6.3,PG,Josh Hutcherson,Action,2005
Madagascar: Escape 2 Africa,Eric Darnell,61.0,89.0,6.6,PG,Ben Stiller,Animation,2008
Spy Kids 3: Game Over,Robert Rodriguez,57.0,84.0,4.4,PG,Daryl Sabara,Action,2003
The Dark Crystal,Jim Henson,66.0,93.0,7.1,PG,Jim Henson,Adventure,1982
Ice Age: Continental Drift,Steve Martino,49.0,88.0,6.5,PG,Ray Romano,Animation,2012
Family Switch,McG,37.0,106.0,5.7,PG,Jennifer Garner,Comedy,2023
The Lorax,Chris Renaud,46.0,86.0,6.4,PG,Zac Efron,Animation,2012
The Mitchells vs. the Machines,Michael Rianda,81.0,114.0,7.6,PG,Abbi Jacobson,Animation,2021
Ponyo,Hayao Miyazaki,86.0,101.0,7.6,G,Cate Blanchett,Animation,2008
St. Trinian's,Oliver Parker,39.0,97.0,5.8,PG-13,Talulah Riley,Comedy,2007
Into the Woods,Rob Marshall,69.0,125.0,5.9,PG,Anna Kendrick,Adventure,2014
The Karate Kid Part II,John G. Avildsen,55.0,113.0,6.1,PG,Pat Morita,Action,1986
